,Display caption,Financial Row,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-01 00:00:00,2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00
79,Cost of Revenue,5270 - Repairs: Roofing,6162.90865789306,6224.53774447199,5913.31085724839,5972.44396582088,6330.79060377013,6837.25385207174,6768.88131355102,6633.50368728,6169.1584291704,5675.62575483677,5164.81943690146,4854.93027068737,5243.32469234236,5033.59170464867,5335.60720692759,5762.4557834818,5992.95401482107,6292.60171556212,6103.82366409526,6164.86190073621,5979.91604371412,6039.71520415126,6402.09811640034,6914.26596571237,6291.98202879825,6732.42077081413,7203.69022477112,6987.57951802799,6777.95213248715,6439.05452586279,6245.88289008691,5808.67108778082,6099.10464216986,6587.03301354345,6521.16268340802,6325.52780290578,6705.05947108013,6638.00887636932,6505.24869884194,7090.72108173771,7090.72108173771,6736.18502765083,6332.01392599178,6015.41322969219,6075.56736198911,6257.83438284878,6821.03947730517,6479.98750343991
80,Cost of Revenue,5275 - Repairs: General,15703.7087904724,15860.7458783772,15067.7085844583,15218.3856703029,16131.488810521,17422.0079153627,17247.7878362091,16902.8320794849,15719.633833921,14462.0631272073,13160.4774457586,12370.8487990131,13360.5167029342,12826.0960348168,13595.6617969058,14683.3147406583,15270.6473302846,16034.1796967988,15553.1543058949,15708.6858489538,15237.4252734852,15389.7995262201,16313.1874977933,17618.2424976167,16032.6006728312,17154.8827199294,18355.7245103245,17805.0527750147,17270.9011917643,16407.3561321761,15915.1354482108,14801.075966836,15541.1297651778,16784.4201463921,16616.5759449281,16118.0786665803,17085.1633865751,16914.3117527094,16576.0255176552,18067.8678142441,18067.8678142441,17164.4744235319,16134.60595812,15327.875660214,15481.1544168162,15945.5890493206,17380.6920637595,16511.6574605715
81,Cost of Revenue,5280 - Licenses & Permits,2695.60073651892,2722.55674388411,2586.4289066899,2612.2931957568,2769.03078750221,2990.55325050238,2960.64771799736,2901.43476363741,2698.33433018279,2482.46758376817,2259.04550122904,2123.50277115529,2293.38299284772,2201.64767313381,2333.74653352184,2520.44625620358,2621.26410645173,2752.32731177431,2669.75749242108,2696.4550673453,2615.56141532494,2641.71702947819,2800.22005124688,3024.23765534663,2752.05626636543,2944.70020501101,3150.82921936178,3056.30434278093,2964.6152124975,2816.38445187263,2731.89291831645,2540.6604140343,2667.69343473601,2881.10890951489,2852.29782041974,2766.72888580715,2932.73261895558,2903.40529276602,2845.3371869107,3101.41753373267,3101.41753373267,2946.34665704603,2769.56585762327,2631.08756474211,2657.39844038953,2737.12039360122,2983.46122902532,2834.28816757406
82,Cost of Revenue,5285 - Other Non-Critical,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Cost of Revenue,5285 - Other Non-Critical,11477.2223510344,11591.9945745448,11012.3948458175,11122.5187942757,11789.8699219322,12733.0595156868,12605.72892053,12353.6143421194,11488.861338171,10569.7524311173,9618.47471231677,9041.36622957776,9764.67552794398,9374.08850682622,9936.5338172358,10731.4565226147,11160.7147835192,11718.7505226952,11367.1880070144,11480.8598870845,11136.434090472,11247.7984313767,11922.6663372593,12876.47964424,11717.5964762584,12537.8282295965,13415.4762056683,13013.0119194982,12622.6215619133,11991.4904838176,11631.7457693031,10817.5235654519,11358.3997437245,12267.0717232224,12144.4010059902,11780.0689758105,12486.8731143591,12362.0043832155,12114.7642955512,13205.0930821508,13205.0930821508,12544.8384280433,11792.1481223607,11202.5407162426,11314.5661234051,11654.0031071072,12702.8633867469,12067.7202174095
84,Cost of Revenue,5285.01 - COVID,5871.07,5929.7807,5633.291665,5689.62458165,6031.002056549,6513.48222107292,6448.34739886219,6319.38045088495,5877.023819323,5406.86191377716,4920.24434153722,4625.02968104498,4995.03205552858,4795.23077330744,5082.94461970589,5489.58018928236,5709.16339685365,5994.62156669633,5814.78291969544,5872.9307488924,5696.74282642563,5753.71025468988,6098.93286997127,6586.84749956898,5994.03122460777,6413.61341033031,6862.56634905343,6656.68935858183,6456.98867782438,6134.13924393316,5950.11506661516,5533.6070119521,5810.2873625497,6275.11035155368,6212.35924803814,6025.988470597,6387.54777883282,6323.67230104449,6197.1988550236,6754.94675197573,6754.94675197573,6417.19941437694,6032.16744951432,5730.55907703861,5787.86466780899,5961.50060784326,6498.03566254916,6173.1338794217
85,Cost of Revenue,5300 - Remote Hands,95281.0955343139,96233.9064896571,91422.2111651742,92336.433276826,97876.6192734355,105706.74881531,104649.681327157,102556.687700614,95377.7195615711,87747.5019966454,79850.2268169474,75059.2132079305,81063.950264565,77821.3922539824,82490.6757892213,89089.929852359,92653.5270464534,97286.203398776,94367.6172968128,95311.2934697809,92451.9546656875,93376.4742123443,98979.062665085,106897.387678292,97276.6227872455,104085.986382353,111372.005429117,108030.845266244,104789.919908257,99550.4239128437,96563.9111954584,89804.4374117764,94294.6592823652,101838.232024954,100819.849704705,97795.2542135637,103662.969466378,102626.339771714,100573.812976279,109625.456144145,109625.456144145,104144.183336937,97895.5323367212,93000.7557198851,93930.763277084,96748.6861753965,105456.067931182,100183.264534623
86,Cost of Revenue,5310 - NOC Services,208047.176410592,210127.648174698,199621.265765963,201617.478423622,213714.52712904,230811.689299363,228503.572406369,223933.500958242,208258.155891165,191597.503419872,174353.728112083,163892.504425358,177003.904779387,169923.748588211,180119.173503504,194528.707383784,202309.855679136,212425.348463093,206052.5880092,208113.113889292,201869.720472613,203888.417677339,216121.722737979,233411.460557018,212404.429106886,227272.739144368,243181.830884474,235886.37595794,228809.784679202,217369.295445242,210848.216581884,196088.841421152,205893.28349221,222364.746171587,220141.098709871,213536.865748575,226349.077693489,224085.586916554,219603.875178223,239368.223944263,239368.223944263,227399.81274705,213755.823982227,203068.032783116,205098.713110947,211251.674504275,230264.32520966,218751.108949177
87,Cost of Revenue,5400 - Gas,7958.4231837169,8038.00741555407,7636.10704477637,7712.46811522413,8175.21620213758,8829.23349830858,8740.9411633255,8566.12234005899,7966.49377625486,7329.17427415447,6669.54858948057,6269.37567411173,6770.92572804067,6500.08869891904,6890.09402085419,7441.30154252252,7738.95360422342,8125.90128443459,7882.12424590156,7960.94548836057,7722.11712370976,7799.33829494685,8267.29859264366,8928.68248005516,8125.10105685019,8693.85813082971,9302.42819998778,9023.35535398815,8752.65469336851,8315.02195870008,8065.57129993908,7500.98130894334,7876.03037439051,8506.11280434175,8421.05167629834,8168.42012600939,8658.52533356995,8571.94008023425,8400.50127862956,9156.54639370622,9156.54639370622,8698.71907402091,8176.79592957966,7767.95613310068,7845.63569443168,8081.00476526463,8808.29519413845,8367.88043443153
88,Cost of Revenue,5410 - Water,56562.6879412525,57128.314820665,54271.8990796318,54814.6180704281,58103.4951546538,62751.7747670261,62124.2570193558,60881.7718789687,56620.0478474409,52090.4440196456,47402.3040578775,44558.1658144049,48122.8190795572,46197.906316375,48969.7806953574,52887.363150986,55002.8576770255,57753.0005608768,56020.4105440505,56580.614649491,54883.1962100062,55432.0281721063,58757.9498624327,63458.5858514273,57747.3131247988,61789.6250435348,66114.8987965822,64131.4518326847,62207.5082777042,59097.132863819,57324.2188779044,53311.5235564511,55977.0997342737,60455.2677130155,59850.7150358854,58055.1935848088,61538.5051998974,60923.1201478984,59704.6577449404,65078.0769419851,65078.0769419851,61824.1730948858,58114.7227091927,55208.986573733,55761.0764394704,57433.9087326545,62602.9605185934,59472.8124926637
89,Cost of Revenue,5420 - Waste Disposal,46404.7952293851,46868.843181679,44525.401022595,44970.655032821,47668.8943347902,51482.4058815734,50967.5818227577,49948.2301863026,46451.8540732614,42735.7057474005,38889.4922301344,36556.1226963264,39480.6125120325,37901.3880115512,40175.4712922442,43389.5089956238,45125.0893554487,47381.3438232212,45959.9035085245,46419.5025436098,45026.9174673015,45477.1866419745,48205.817840493,52062.2832677324,47376.6777736365,50693.045217791,54241.5583830364,52614.3116315453,51035.882282599,48484.088168469,47029.5655234149,43737.4959367759,45924.3707336147,49598.3203923039,49102.3371883808,47629.2670727294,50487.0230970932,49982.1528661222,48982.5098087998,53390.9356915918,53390.9356915918,50721.3889070122,47678.1055725915,45294.2002939619,45747.1422969015,47119.5565658086,51360.3166567313,48792.3008238948
90,Cost of Revenue,5430 - Telephone & Internet,233026.552686515,235356.81821338,223588.977302711,225824.867075738,239374.359100282,258524.307828305,255939.064750022,250820.283455021,233262.86361317,214601.834524116,195287.669416946,183570.409251929,198256.041992083,190325.8003124,201745.348331144,217884.976197636,226600.375245541,237930.394007818,230792.482187584,233100.407009459,226107.394799176,228368.468747167,242070.576871998,261436.223021757,237906.962949799,254560.450356285,272379.681881225,264208.291424788,256282.042682045,243467.940547942,236163.902331504,219632.429168299,230614.050626714,249063.174676851,246572.542930082,239175.36664218,253525.888640711,250990.629754304,245970.817159218,268108.190703547,268108.190703547,254702.78116837,239420.614298268,227449.583583354,229724.079419188,236615.801801763,257911.223963922,245015.662765726
91,Cost of Revenue,5500 - Staffing Non-Security,582003.393170776,587823.427102484,558432.25574736,564016.578304833,597857.573003123,645686.178843373,639229.317054939,626444.730713841,582593.599563872,535986.111598762,487747.361554874,458482.519861581,495161.121450508,475354.676592487,503875.957188037,544186.033763079,565953.475113603,594251.148869283,576423.614403204,582187.850547236,564722.215030819,570369.437181127,604591.603411995,652958.931684955,594192.627833309,635786.11178164,680291.139606355,659882.405418164,640085.933255619,608081.636592838,589839.187495053,548550.4443704,575977.96658892,622056.203916033,615835.641876873,597360.572620567,633202.206977801,626870.184908023,614332.781209862,669622.73151875,669622.73151875,636141.594942812,597973.099246243,568074.444283931,573755.188726771,590967.844388574,644154.950383545,611947.202864368
92,Cost of Revenue,5510 - Security Staffing,554836.978500583,560385.348285589,532366.080871309,537689.741680022,569951.126180824,615547.21627529,609391.744112537,597203.909230286,555399.635584166,510967.664737433,464980.574911064,437081.7404164,472048.279649712,453166.348463723,480356.329371547,518784.835721271,539536.229150121,566513.040607627,549517.649389399,555012.825883293,538362.441106794,543746.065517862,576370.829448933,622480.495804848,566457.251182412,606109.258765181,648536.906878743,629080.799672381,610208.375682209,579697.956898099,562307.018191156,522945.526917775,549092.803263664,593020.227524757,587090.025249509,569477.324492024,603645.963961546,597609.50432193,585657.314235492,638366.472516686,638366.472516686,606448.148890852,570061.2599574,541558.19695953,546973.778929126,563382.992297,614087.46160373,583383.088523543
93,Cost of Revenue,5520 - Security System,1256.57148406085,1269.13719890146,1205.68033895639,1217.73714234595,1290.80137088671,1394.06548055764,1380.12482575207,1352.52232923703,1257.84576619043,1157.2181048952,1053.06847545463,989.884366927354,1069.07511628154,1026.31211163028,1087.8908383281,1174.92210539435,1221.91898961012,1283.01493909062,1244.52449091791,1256.96973582709,1219.26064375227,1231.4532501898,1305.34044520118,1409.76768081728,1282.88858954372,1372.69079081178,1468.77914616861,1424.71577178355,1381.97429863004,1312.87558369854,1273.48931618759,1184.34506405445,1243.56231725718,1343.04730263775,1329.61682961137,1289.72832472303,1367.11202420641,1353.44090396435,1326.37208588506,1445.74557361472,1445.74557361472,1373.45829493398,1291.05079723794,1226.49825737605,1238.76323994981,1275.9261371483,1390.75948949165,1321.22151501707
94,Cost of Revenue,5600 - Site Supplies,32204.1608333879,32526.2024417217,30899.8923196357,31208.891242832,33081.4247174019,35727.9386947941,35370.6593078461,34663.2461216892,32236.818893171,29657.8733817173,26988.6647773627,25369.344890721,27398.8924819786,26302.9367826995,27881.1129896615,30111.6020288344,31316.0661099878,32881.8694154871,31895.4133330225,32214.3674663528,31247.9364423622,31560.4158067858,33454.0407551929,36130.3640156084,32878.6312542036,35180.1354419979,37642.7449229377,36513.4625752496,35418.0586979921,33647.1557630925,32637.7410901997,30353.0992138858,31870.75417458,34420.4145085464,34076.210363461,33053.9240525571,35037.1594957106,34686.7879007535,33993.0521427384,37052.4268355848,37052.4268355848,35199.8054938056,33087.8171641773,31433.4263059684,31747.7605690281,32700.1933860989,35643.2107908478,33861.0502513054
95,Cost of Revenue,5610 - Installation: ECX,9195.97238982094,9287.93211371915,8823.5355080332,8911.77086311353,9446.47711490034,10202.1952840924,10100.1733312514,9898.16986462642,9205.29797410257,8468.87413617436,7706.67546391867,7244.27493608355,7823.81693097023,7510.86425373142,7961.51610895531,8598.43739767173,8942.3748935786,9389.49363825753,9107.80882910981,9198.88691740091,8922.92030987888,9012.14951297767,9552.87848375633,10317.1087624568,9388.56897383572,10045.7688020042,10748.9726181445,10426.5034396002,10113.7083364122,9608.02291959157,9319.78223200382,8667.39747576355,9100.76734955173,9828.82873751587,9730.54045014071,9438.62423663649,10004.9416908347,9904.89227392633,9706.7944284478,10580.4059270081,10580.4059270081,10051.3856306577,9448.30249281824,8975.88736817733,9065.6462418591,9337.61562911487,10178.0010357352,9669.10098394845
96,Cost of Revenue,5620 - Installation: Customer Provided,41367.8934280022,41781.5723622822,39692.4937441681,40089.4186816098,42494.7838025064,45894.3665067069,45435.4228416398,44526.714384807,41409.8443778706,38097.0568276409,34668.3217131532,32588.222410364,35195.2802031932,33787.4689950654,35814.7171347694,38679.8945055509,40227.0902857729,42238.4448000616,40971.2914560597,41381.0043706203,40139.5742395017,40540.9699818967,42973.4281808105,46411.3024352754,42234.2852161006,45190.6851812276,48354.0331439136,46903.4121495962,45496.3097851083,43221.4942958529,41924.8494669773,38990.1100042889,40939.6155045033,44214.7847448636,43772.6368974149,42459.4577904925,45007.025257922,44556.9550053428,43665.815905236,47595.7393367072,47595.7393367072,45215.9523698718,42502.9952276795,40377.8454662956,40781.6239209585,42005.0726385873,45785.5291760601,43496.2527172571
97,Cost of Revenue,5640 - Operating Expense: Real Estate,21200.556605874,21412.5621719327,20341.9340633361,20545.3534039694,21778.0746082076,23520.3205768642,23285.1173710956,22819.4150236736,21222.0559720165,19524.2914942552,17767.1052597722,16701.0789441859,18037.1652597207,17315.6786493319,18354.6193682918,19822.9889177552,20615.9084744654,21646.7038981887,20997.302781243,21207.2758090554,20571.0575347838,20776.7681101316,22023.3741967395,23785.2441324787,21644.5721605556,23159.6922117945,24780.8706666201,24037.4445466215,23316.3212102228,22150.5051497117,21485.9899952203,19981.9706955549,20981.0692303327,22659.5547687593,22432.9592210717,21759.9704444395,23065.5686711059,22834.9129843948,22378.2147247069,24392.2540499306,24392.2540499306,23172.641347434,21782.282866588,20693.1687232586,20900.1004104912,21527.1034228059,23464.5427308585,22291.3155943155
98,Cost of Revenue,5650 - Voltera Operating Expense: Recoverable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Cost of Revenue,5650 - Voltera Operating Expense: Recoverable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Cost of Revenue,5650.02 - Operating Expense: Recoverable Operating Cost,-10443.06,-10547.4906,-10020.11607,-10120.3172307,-10727.536264542,-11585.7391657054,-11469.8817740483,-11240.4841385673,-10453.6502488676,-9617.35822895822,-8751.79598835198,-8226.68822905086,-8884.82328737493,-8529.43035587993,-9041.19617723273,-9764.49187141135,-10155.0715462678,-10662.8251235812,-10342.9403698738,-10446.3697735725,-10132.9786803653,-10234.308467169,-10848.3669751991,-11716.236333215,-10661.7750632257,-11408.0993176515,-12206.6662698871,-11840.4662817905,-11485.2522933368,-10910.9896786699,-10583.6599883098,-9842.80378912814,-10334.9439785845,-11161.7394968713,-11050.1221019026,-10718.6184388455,-11361.7355451762,-11248.1181897245,-11023.15582593,-12015.2398502637,-12015.2398502637,-11414.4778577505,-10729.6091862855,-10193.1287269712,-10295.0600142409,-10603.9118146681,-11558.2638779883,-10980.3506840889
101,Cost of Revenue,5650.04 - Operating Expense: Recoverable Security and Safety,-13746.95,-13884.4195,-13190.198525,-13322.10051025,-14121.426540865,-15251.1406641342,-15098.6292574929,-14796.656672343,-13760.890705279,-12660.0194488567,-11520.6176984596,-10829.380636552,-11695.7310874762,-11227.9018439771,-11901.5759546157,-12853.702030985,-13367.8501122244,-14036.2426178356,-13615.1553393005,-13751.3068926936,-13338.7676859127,-13472.1553627719,-14280.4846845382,-15422.9234593012,-14034.8603479641,-15017.3005723216,-16068.5116123841,-15586.4562640126,-15118.8625760922,-14362.9194472876,-13932.031863869,-12956.7896333982,-13604.6291150681,-14692.9994442735,-14546.0694498308,-14109.6873663359,-14956.268608316,-14806.7059222328,-14510.5718037882,-15816.5232661291,-15816.5232661291,-15025.6971028227,-14124.1552766533,-13417.9475128206,-13552.1269879489,-13958.6907975873,-15214.9729693702,-14454.2243209017
102,Gross Profit,Gross Profit,21046138.2811904,21256599.6640023,20193769.6808022,20395707.3776102,21619449.8202668,23349005.8058881,23115515.7478293,22653205.4328727,21067481.0525716,19382082.5683659,17637695.1372129,16579433.4289802,17905788.1032986,17189556.5791666,18220929.9739166,19678604.37183,20465748.5467032,21489035.9740383,20844364.8948172,21052808.5437653,20421224.2874524,20625436.5303269,21862962.7221465,23611999.7399182,21486919.7633256,22991004.1467584,24600374.4370315,23862363.2039205,23146492.3078029,21989167.6924128,21329492.6616404,19836428.1753256,20828249.5840918,22494509.5508192,22269564.455311,21601477.5216517,22897566.1729508,22668590.5112213,22215218.7009968,24214588.3840865,24214588.3840865,23003858.9648822,21623627.4269893,20542446.0556398,20747870.5161962,21370306.6316821,23293634.2285335,22128952.5171068
103,General & Administrative,1197 - IC Cash Clearing-AR,-0.71151545608733,-0.718630610648203,-0.682699080115793,-0.689526070916951,-0.730897635171968,-0.789369445985725,-0.781475751525868,-0.765846236495351,-0.712236999940676,-0.655258039945422,-0.596284816350334,-0.560507727369314,-0.605348345558859,-0.581134411736505,-0.616002476440695,-0.665282674555951,-0.691893981538189,-0.726488680615098,-0.704694020196646,-0.711740960398612,-0.690388731586654,-0.69729261890252,-0.739130176036672,-0.798260590119605,-0.726417137008841,-0.77726633659946,-0.831674980161422,-0.806724730756579,-0.782522988833882,-0.743396839392188,-0.721094934210422,-0.670618288815692,-0.704149203256477,-0.760481139516995,-0.752876328121825,-0.73029003827817,-0.774107440574861,-0.766366366169112,-0.75103903884573,-0.818632552341845,-0.818632552341845,-0.777700924724753,-0.731038869241268,-0.694486925779205,-0.701431795036997,-0.722474748888106,-0.787497476288036,-0.748122602473634
104,General & Administrative,1198 - IC Cash Clearing-AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,General & Administrative,6010 - Property Taxes: Personal Property,3137.61,3168.9861,3010.536795,3040.64216295,3223.080692727,3480.92714814516,3446.11787666371,3377.19551913043,3140.7918327913,2889.528486168,2629.47092241288,2471.70266706811,2669.43888043356,2562.66132521621,2716.42100472919,2933.73468510752,3051.08407251182,3203.63827613741,3107.52912785329,3138.60441913182,3044.44628655787,3074.89074942345,3259.38419438886,3520.13492993996,3203.32278624537,3427.55538128254,3667.48425797232,3557.45973023315,3450.73593832616,3278.19914140985,3179.85316716755,2957.26344546582,3105.12661773912,3353.53674715824,3320.00137968666,3220.40133829606,3413.62541859383,3379.48916440789,3311.89938111973,3609.97032542051,3609.97032542051,3429.47180914948,3223.70350060051,3062.51832557049,3093.14350882619,3185.93781409098,3472.67221735916,3299.03860649121
106,General & Administrative,6011 - Property Taxes: Real Estate,14789.32,14937.2132,14190.35254,14332.2560654,15192.191429324,16407.5667436699,16243.4910762332,15918.6212547086,14804.317766879,13619.9723455286,12394.1748344311,11650.5243443652,12582.5662919144,12079.2636402378,12804.0194586521,13828.3410153443,14381.474655958,15100.5483887559,14647.5319370933,14794.0072564642,14350.1870387703,14493.688909158,15363.3102437075,16592.3750632041,15099.0613075157,16155.9955990418,17286.9152909747,16768.3078322455,16265.2585972781,15451.9956674142,14988.4357973918,13939.2452915744,14636.2075561531,15807.1041606453,15649.0331190389,15179.5621254677,16090.3358529958,15929.4324944658,15610.8438445765,17015.8197905884,17015.8197905884,16165.028801059,15195.1270729954,14435.3707193456,14579.7244265391,15017.1161593353,16368.6566136754,15550.2237829917
107,General & Administrative,6030 - Property Taxes: Penalties & Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,General & Administrative,6051 - Corporate Taxes,31545.46,31860.9146,30267.86887,30570.5475587,32404.780412222,34997.1628451998,34647.1912167478,33954.2473924128,31577.4500749439,29051.2540689484,26436.641202743,24850.4427305785,26838.4781490247,25764.9390230637,27310.8353644476,29495.7021936034,30675.5302813475,32209.3067954149,31243.0275915524,31555.457867468,30608.7941314439,30914.8820727584,32769.7749971239,35391.3569968938,32206.1348671733,34460.5643078755,36872.8038094268,35766.6196951439,34693.6211042896,32958.9400490752,31970.1718476029,29732.2598182707,31218.8728091842,33716.382633919,33379.2188075798,32377.8422433524,34320.5127779535,33977.307650174,33297.7614971705,36294.5600319159,36294.5600319159,34479.8320303201,32411.0421085009,30790.4900030758,31098.3949031066,32031.3467501998,34914.1679577178,33168.4595598319
109,General & Administrative,6055 - Franchise Taxes,40671.6523891531,41078.3689130446,39024.4504673924,39414.6949720663,41779.5766703903,45121.9428040215,44670.7233759813,43777.3089084617,40712.8972848693,37455.8655020798,34084.8376068926,32039.7473504791,34602.9271385174,33218.8100529767,35211.9386561553,38028.8937486477,39550.0494985936,41527.5519735233,40281.7254143176,40684.5426684608,39464.006388407,39858.646452291,42250.1652394285,45630.1784585828,41523.4623973103,44430.104765122,47540.2120986806,46114.0057357202,44730.5855636486,42494.0562854661,41219.2345969022,38333.888175119,40250.582583875,43470.629190585,43035.9228986791,41744.8452117187,44249.5359244219,43807.0405651776,42930.8997538741,46794.6807317228,46794.6807317228,44454.9466951366,41787.6498934284,39698.267398757,40095.2500727446,41298.1075749269,45014.9372566703,42764.1903938368
110,General & Administrative,6060 - Local City Taxes,8232.12984626971,8314.45114473241,7898.72858749579,7977.71587337075,8456.37882577299,9132.88913183483,9041.56024051648,8860.72903570616,8240.47800320672,7581.23976295019,6898.92818428467,6484.99249322759,7003.7918926858,6723.64021697837,7127.05862999707,7697.22332039683,8005.11225321271,8405.36786587334,8153.20682989714,8234.73889819611,7987.69673125023,8067.57369856273,8551.62812047649,9235.75837011461,8404.5401168043,8992.8579249806,9622.35797972924,9333.68724033737,9053.67662312724,8600.99279197088,8342.96300821176,7758.95559763693,8146.90337751878,8798.65564772028,8710.66909124308,8449.34901850579,8956.30995961613,8866.74686001997,8689.41192281957,9471.45899587333,9471.45899587333,8997.88604607967,8458.01288331489,8035.11223914914,8115.46336154063,8358.92726238685,9111.23071600167,8655.66918020159
111,General & Administrative,6061 - Business Licenses,28640.7478511235,28927.1553296348,27480.797563153,27755.6055387846,29420.9418711116,31774.6172208006,31456.8710485926,30827.7336276207,28669.7922736873,26376.2088917923,24002.350091531,22562.2090860391,24367.1858129223,23392.4983804054,24796.0482832297,26779.7321458881,27850.9214317236,29243.4675033098,28366.1634782105,28649.8251129926,27790.3303596028,28068.2336631988,29752.3276829908,32132.51389763,29240.5876468433,31287.4287821223,33477.5487968709,32473.2223329648,31499.0256629758,29924.074379827,29026.3521484322,26994.507498042,28344.2328729441,30611.7715027796,30305.6537877518,29396.4841741193,31160.2732245664,30848.6704923207,30231.6970824743,32952.549819897,32952.549819897,31304.9223289022,29426.626989168,27955.2956397096,28234.8485961067,29081.8940539899,31699.264518849,30114.3012929066
112,General & Administrative,6065 - Other Taxes: Penalties & Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Bad Debts,6076 - Bad Debt Expense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,General & Administrative,6080 - Collection Agency Fees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,General & Administrative,6095 - Operational Compliance,21262.9657451087,21475.5954025598,20401.8156324318,20605.8337887561,21842.1838160815,23589.558521368,23353.6629361543,22886.5896774313,21284.5284000111,19581.7661280102,17819.4071764893,16750.2427458999,18090.2621655719,17366.651678949,18408.650779686,19881.3428420608,20676.5965557433,21710.4263835304,21059.1135920245,21269.7047279448,20631.6135861064,20837.9297219675,22088.2055052855,23855.2619457084,21708.2883705946,23227.8685565363,24853.8193554938,24108.204774829,23384.9586315841,22215.7107000049,21549.2393790048,20040.7926224744,21042.8322535981,22726.258833886,22498.9962455471,21824.0263581807,23133.4679396716,22902.1332602749,22444.0905950694,24464.0587486256,24464.0587486256,23240.8558111943,21846.4044625227,20754.0842393965,20961.6250817905,21590.4738342442,23533.6164793262,22356.9356553599
116,Salary,6100 - Salaries,3178039.71674479,3209820.11391224,3049329.10821663,3079822.39929879,3264611.74325672,3525780.68271726,3490522.87589008,3420712.41837228,3181262.54908622,2926761.54515932,2663353.00609498,2503551.82572929,2703835.97178763,2595682.53291612,2751423.48489109,2971537.36368238,3090398.85822967,3244918.80114116,3147571.23710692,3179046.94947799,3083675.54099365,3114512.29640359,3301383.0341878,3565493.67692283,3244599.24599977,3471721.19321976,3714741.67674514,3603299.42644279,3495200.4436495,3320440.42146703,3220827.20882302,2995369.3042054,3145137.76941567,3396748.79096893,3362781.30305924,3261897.86396746,3457611.73580551,3423035.61844746,3354574.90607851,3656486.64762557,3656486.64762557,3473662.31524429,3265242.57632963,3101980.44751315,3133000.25198828,3226990.25954793,3517419.38290725,3341548.41376189
